subject_id,subject,kind,status,group,capability_id,capability,binding,interop,interop_reason,level,confidence,note,sources
roblox,Roblox,platform,shipping,Physics & simulation,physics.collision,Collision shapes,format,should,"Collision shapes travel separately from visible geometry, and losing them means objects pass through each other until the destination builds its own.",native,verified,"Collision shapes are separate from visible geometry and chosen per mesh from a small set of approximations, with collision groups for filtering. The approximation is generated by Roblox from the mesh; the resulting shape is not exposed as data a creator or another tool can read.",https://create.roblox.com/docs/projects/place-files | https://create.roblox.com/docs/workspace/collisions
roblox,Roblox,platform,shipping,Physics & simulation,physics.joint,Joints and constraints,format,should,"Hinges and sliders that do not survive turn an assembly into loose parts, which is a loss of behaviour rather than of the asset.",native,verified,"A wide family of documented constraints exists — hinge, prismatic, cylindrical, ball-socket, universal, rod, rope, spring, torsion spring, weld, rigid, plane and no-collision — plus force and velocity drivers. Each has its own reference page; none of it is expressed in a portable form.",https://create.roblox.com/docs/physics/mechanical-constraints | https://create.roblox.com/docs/physics/constraints/ball-socket
roblox,Roblox,platform,shipping,Physics & simulation,physics.material,Physics materials,format,none,"Friction and restitution numbers mean different things to different solvers, so agreeing on them buys little and each world may keep its own feel.",conflicts,verified,"Two separate collisions. First, density is expressed in Roblox mass units per cubic stud, where water is 1.0 — numerically the same figure as grams per cubic centimetre but a different unit, and clamped between 0.0001 and 100. Second, when two surfaces meet, friction and restitution are combined by a pairwise weighted average using per-part weight values, which is not the multiply or minimum or maximum rule other engines use, so imported friction numbers will not reproduce the same contact behaviour. Friction also ranges 0 to 2 rather than the usual 0 to 1.",https://create.roblox.com/docs/physics/units | https://create.roblox.com/docs/reference/engine/datatypes/PhysicalProperties
roblox,Roblox,platform,shipping,Physics & simulation,physics.determinism,Deterministic simulation,protocol,should,"Two engines producing the same trajectory would let one object be simulated in two places at once, and nothing does that today.",partial,verified,"Roblox's server-authority mode requires clients to reproduce the server's simulation closely enough to compare it frame by frame, roll back and resimulate — so within one engine build there is a working, documented reproducibility mechanism. Roblox never claims bit-exact determinism, publishes no determinism contract, and the adaptive timestep mode moves bodies between solver rates at runtime. Nothing here helps a second implementation reproduce the same result.",https://create.roblox.com/docs/reference/engine/classes/Workspace | https://create.roblox.com/docs/projects/server-authority
roblox,Roblox,platform,shipping,Physics & simulation,physics.soft,Soft bodies and cloth,format,should,"Cloth and hair are the visible part, so a moved avatar arrives stiff rather than absent.",none,verified,"There is no soft-body or cloth simulation. Layered clothing looks deformable but is fitted geometry: a cage-based wrap plus skin weights that follow the skeleton, computed at fitting time, not simulated. Roblox's documentation only mentions cloth simulation as something you do in Blender before importing.",https://create.roblox.com/docs/avatar/layered-accessories | https://create.roblox.com/docs/art/accessories/creating/watertight
roblox,Roblox,platform,shipping,Physics & simulation,physics.trigger,Trigger volumes,format,should,"Regions that fire events are part of how content behaves, and their loss makes the content inert rather than unreadable.",native,verified,"Any part can act as a trigger volume: touch and touch-ended events fire whether or not the part physically collides, and a separate switch turns touch events off for performance. The events fire only from physical movement, not from teleporting an object into place — a real behavioural difference worth knowing.",https://create.roblox.com/docs/workspace/collisions
roblox,Roblox,platform,shipping,Audio,audio.source,Positioned audio sources,format,should,"Positioned sounds are authored into a scene, and losing them leaves a silent room.",native,verified,"The current audio system is a signal graph of small objects — a player that reads an asset, an emitter that acts as a speaker in the world, a listener that acts as a microphone, and wires that carry the stream between them. Volume over distance and volume over angle are creator-supplied curves. The older single sound object is now discouraged.",https://create.roblox.com/docs/audio/objects
roblox,Roblox,platform,shipping,Audio,audio.spatial,Spatialization model,format,none,"How direction is turned into sound at the ears is the receiving system's method, like a rendering method.",partial,verified,"Direction and distance are handled by creator-defined attenuation curves and an optional acoustic simulation, but Roblox does not name the model used to render direction to the ears. A text search of the whole documentation set finds no mention of head-related transfer functions, binaural rendering or ambisonics.",https://create.roblox.com/docs/audio/objects | https://create.roblox.com/docs/reference/engine/classes/AudioListener
roblox,Roblox,platform,shipping,Audio,audio.room,Room acoustics and reverb,format,should,"A space's acoustic description is authored with it, and without agreement the room sounds wrong rather than silent.",native,verified,"Reverberation can be computed automatically from the surrounding geometry and its materials, and there is also a hand-tuned reverb effect with decay, density, diffusion and early-reflection controls. Both emitter and listener must opt in for the automatic version to apply.",https://create.roblox.com/docs/reference/engine/classes/AudioListener | https://create.roblox.com/docs/reference/engine/classes/AudioReverb
roblox,Roblox,platform,shipping,Audio,audio.occlusion,Occlusion and obstruction,format,none,"The receiving runtime works this out from its own geometry, frame by frame.",native,verified,"Sound is muffled through walls by a filter whose strength depends on the material density and thickness of what is in the way, and a separate switch bends sound around corners. Turning occlusion off also turns the bending off, because the bending is computed from occlusion data.",https://create.roblox.com/docs/reference/engine/classes/AudioListener
roblox,Roblox,platform,shipping,Audio,audio.stream,Audio streaming,protocol,should,"A visitor can be given audio by other means, so disagreement costs quality and scale.",partial,verified,"Audio is uploaded as `.mp3`, `.ogg`, `.wav` or `.flac`, up to seven minutes, and Roblox re-encodes it on the way in — so the format actually delivered to clients is Roblox's own and is not published. Delivery at scale happens over Roblox's own network; a creator gets a numeric asset ID, not a stream URL.",https://create.roblox.com/docs/cloud/guides/usage-assets | https://create.roblox.com/docs/audio/assets
roblox,Roblox,platform,shipping,Audio,audio.voice,Voice transport,protocol,should,"A visitor who cannot be heard is diminished but still present, and text remains a fallback.",native,verified,"Live voice is built in, proximity-based by default, and can be routed through the audio graph as an input device so a creator controls where each voice is heard. It is limited to servers of at most 100 players and to age-checked users, and no transport or codec is published.",https://create.roblox.com/docs/chat/voice-chat
roblox,Roblox,platform,shipping,Networking & session,net.replication,State replication,protocol,must,"A client or agent that cannot read the destination's state stream arrives blind, which ends both use cases on the spot.",native,verified,"The server keeps clients in step by replicating the object tree, the physics simulation and chat, and creators cross the boundary explicitly with one-way events, an unreliable one-way variant, and request-response calls. What replicates and when is well documented in behaviour; the wire encoding is not published.",https://create.roblox.com/docs/projects/client-server | https://create.roblox.com/docs/scripting/events/remote
roblox,Roblox,platform,shipping,Networking & session,net.authority,Authority and ownership,protocol,should,Disagreement about who owns an arriving object shows up as rubber-banding and contested edits rather than as a failed arrival.,native,verified,"Authority over a moving object is explicit and assignable. By default the server owns everything, the engine hands nearby unanchored objects to the closest client automatically, and a server script can pin ownership to a chosen player or back to the server. There is also a whole-experience mode that makes the server authoritative for everything.",https://create.roblox.com/docs/reference/engine/classes/BasePart | https://create.roblox.com/docs/physics/network-ownership
roblox,Roblox,platform,shipping,Networking & session,net.interest,Interest management,protocol,should,"Without agreement the destination sends everything or too little, which costs scale.",native,verified,"Content around each player is loaded and unloaded by radius, with a documented inner radius that never unloads and an outer radius past which nothing is sent. Per-model modes decide whether a group arrives as a unit or never unloads, and an opt-in predictive mode pre-loads where the player is likely to go.",https://create.roblox.com/docs/workspace/streaming
roblox,Roblox,platform,shipping,Networking & session,net.prediction,Prediction and reconciliation,protocol,should,"Latency hiding is local repair work, so its absence is felt as lag.",native,verified,"Roblox documents client-side prediction, misprediction detection, and rollback-and-resimulation in plain terms, including the fact that the client runs ahead of the last known server state by an amount based on latency. It is switched on as a bundle with fixed-rate simulation and streaming. It is entirely internal to the Roblox engine.",https://create.roblox.com/docs/projects/server-authority
roblox,Roblox,platform,shipping,Networking & session,net.transport,Transport protocol,protocol,must,With no shared wire protocol there is no session to join at all.,none,verified,The wire protocol is not published. Nothing in the creator documentation names a transport; the only network-level material is a profiling tool that shows packet sizes and a test harness that injects artificial latency and packet loss. No third party can speak Roblox's session protocol.,https://create.roblox.com/docs/performance-optimization/microprofiler/network
roblox,Roblox,platform,shipping,Networking & session,net.media,Media transport,protocol,should,Live audio and video degrade or drop out while the visit continues.,partial,verified,"Pre-recorded video plays from uploaded `.mp4` or `.mov` assets, up to five minutes, and live voice works, but there is no creator-accessible live media transport. The camera capture service exists for avatar face tracking and is explicitly locked to Roblox's own scripts.",https://create.roblox.com/docs/cloud/guides/usage-assets | https://create.roblox.com/docs/reference/engine/classes/VideoCaptureService
roblox,Roblox,platform,shipping,Networking & session,net.session,Session establishment,protocol,must,"Joining a running world, authentication included, is the door: no agreement, no entry.",native,verified,"Joining is a documented pipeline: the platform finds eligible servers for the player, scores them on signals like age, language and skill, and puts the player on the best one. Authentication is the player's Roblox account; there is no way for another operator to originate a session.",https://create.roblox.com/docs/matchmaking
roblox,Roblox,platform,shipping,Networking & session,net.handoff,Session handoff and portals,protocol,must,"This row is the portal itself, and the travel use case is nothing but the handoff.",native,verified,"Moving a player from one world to another, carrying state, is fully supported — including to a different creator's game if the source game allows it — with a data blob attached to the move and read on arrival. Two limits matter: the blob is visible to the client and unencrypted, so anything valuable must go through the server data store instead, and every destination is a Roblox place. There is no handoff to anything outside Roblox.",https://create.roblox.com/docs/projects/teleport
roblox,Roblox,platform,shipping,Networking & session,net.presence,Presence and roster,protocol,should,"A roster that does not cross operators means you cannot see who is where, but you can still be there.",partial,verified,"A presence endpoint exists and returns where users are, but it is one of the legacy interfaces: it authenticates with a browser cookie rather than an API key or standard sign-in, and Roblox itself warns that legacy interfaces can change without notice. It covers Roblox users only, so there is nothing cross-operator about it.",https://create.roblox.com/docs/cloud/openapi.json | https://create.roblox.com/docs/cloud
roblox,Roblox,platform,shipping,Networking & session,net.address,World addressing and naming,protocol,must,"A destination name that does not resolve cannot be travelled to, so naming and resolution are the first agreement.",native,verified,"Places have numeric IDs inside numeric universes, and Roblox publishes both a web link form and a custom application link form, each able to carry a launch data string. The namespace is entirely Roblox's; the custom scheme resolves only if the Roblox app is installed.",https://create.roblox.com/docs/production/promotion/deeplinks
roblox,Roblox,platform,shipping,Networking & session,net.discovery,Discovery,protocol,should,"Worlds can be reached by a known address, so discovery adds reach rather than making it possible.",native,verified,"There are two discovery surfaces: a machine-readable search over the Creator Store catalogue reachable with an API key or standard sign-in, and a recommendation system that decides what players see. Both only ever find Roblox things; nothing here can discover a world or service run by anyone else.",https://create.roblox.com/docs/cloud/openapi.json | https://create.roblox.com/docs/discovery
roblox,Roblox,platform,shipping,Networking & session,net.time,Clock and time model,protocol,should,A shared clock keeps events in order; without one the ordering drifts and coarse clocks still hold the session together.,native,verified,"There is a real shared clock for ordering events. Every client can ask for the server's Unix time and gets the same answer regardless of time zone or local clock, and the value is guaranteed monotonic and within 0.6 percent of the local clock's rate. Roblox warns it is not secure enough for reward timers.",https://create.roblox.com/docs/reference/engine/classes/Workspace
roblox,Roblox,platform,shipping,"Identity, trust & rights",identity.root,Identity root,protocol,must,With no shared base identifier the same person or agent is a stranger in every world they enter.,native,verified,"The base identifier is the Roblox user ID, which appears in scripts as a player property and is exposed to outside applications as the subject of a standard sign-in token. It is issued and controlled solely by Roblox.",https://create.roblox.com/docs/cloud/auth/oauth2-overview
roblox,Roblox,platform,shipping,"Identity, trust & rights",identity.credential,Credential format,protocol,must,"Claims about age, membership or ownership are worthless if the receiving world cannot read them.",partial,verified,"Roblox issues signed identity tokens using the OpenID Connect standard, signed with elliptic-curve keys published at a key set endpoint — so a third party can verify a claim about a Roblox user cryptographically. What it is not is a verifiable-credential format: there is one issuer, no holder-held credential, and the claim set is fixed by Roblox.",https://create.roblox.com/docs/cloud/auth/oauth2-reference
roblox,Roblox,platform,shipping,"Identity, trust & rights",identity.exchange,Credential exchange protocol,protocol,must,"A credential nobody can ask for or present is not a credential, and one subject reaches this row natively today.",native,verified,"Credential exchange uses ordinary OAuth 2.0 authorization-code flow with an OpenID Connect discovery document, so any standard client library works. The flow runs in one direction only — Roblox is always the identity provider, never the consumer.",https://create.roblox.com/docs/cloud/auth/oauth2-reference | https://create.roblox.com/docs/cloud/auth/oauth2-overview
roblox,Roblox,platform,shipping,"Identity, trust & rights",identity.capability,Capability and permission grant,protocol,must,A world that cannot read what an arriving person or agent is allowed to do must either refuse it or trust it blindly.,partial,verified,"Permission is granted by scopes on sign-in tokens and API keys, and separately inside a running world by a capability set attached to a sandboxed part of the object tree. Both vocabularies are Roblox's own and only Roblox can evaluate them, so a party that did not issue the grant cannot read it.",https://create.roblox.com/docs/cloud/auth/oauth2-reference | https://create.roblox.com/docs/scripting/capabilities
roblox,Roblox,platform,shipping,"Identity, trust & rights",identity.privacy,Selective disclosure,protocol,should,"Without selective disclosure the traveller over-shares, which is a harm rather than a stop.",partial,verified,"Some minimisation is built in: an application asking about age gets an age bracket claim and a verified flag rather than a date of birth, and each claim is gated behind a scope the user approves. It is scope-based coarsening, not selective disclosure — there is no way for the user to prove one attribute without Roblox mediating.",https://create.roblox.com/docs/cloud/auth/oauth2-reference
roblox,Roblox,platform,shipping,"Identity, trust & rights",identity.social,Reputation and social graph,protocol,should,Relationships and standing that do not travel leave the person present but unknown.,partial,verified,"Friends and group membership are readable through the platform interfaces, and groups have roles and memberships on the modern API. The friend endpoints sit in the legacy, cookie-authenticated tier, and none of the relationships mean anything outside Roblox.",https://create.roblox.com/docs/cloud/openapi.json | https://create.roblox.com/docs/cloud
roblox,Roblox,platform,shipping,"Identity, trust & rights",identity.rights,Rights enforcement,protocol,should,"The terms themselves must cross, and that row is a must; acting on them is the receiver's own behaviour, and no agreed mechanism exists yet.",partial,verified,"Roblox does enforce licence-like terms at the moment of use: a restricted asset is checked every time it loads and simply will not appear if the game lacks permission. But enforcement is a server-side lookup on a Roblox asset ID, so it works only inside Roblox and cannot express or honour anyone else's terms. Grants are also one-way — the documentation states a game grant cannot be revoked.",https://create.roblox.com/docs/projects/assets/privacy
roblox,Roblox,platform,shipping,Spatial & geospatial,geo.pose,Geospatial pose,format,must,"Content pinned to the Earth must land in the same place in the other system, and a pose that cannot be read puts it somewhere else.",out-of-scope,verified,Roblox worlds have no relationship to the Earth. The only latitude-shaped setting in the whole documentation set is an artistic control that rotates the sun and moon and explicitly does not change anything else.,https://create.roblox.com/docs/environment/lighting
roblox,Roblox,platform,shipping,Spatial & geospatial,geo.crs,Coordinate reference systems,format,must,"A frame disagreement is measured in metres or kilometres, not in taste.",out-of-scope,verified,"There is one coordinate frame per place, defined by that place's own origin in studs, and it is bounded — Roblox clamps the fall height to plus or minus 50,000 studs because parts stop working far from the origin. A text search of the documentation finds no geospatial or coordinate-reference-system material of any kind.",https://create.roblox.com/docs/reference/engine/classes/Workspace
roblox,Roblox,platform,shipping,Spatial & geospatial,geo.anchor-local,Local anchors,protocol,none,An anchor made on one device never leaves it; the sharing case is the next row.,out-of-scope,verified,"Roblox has no camera-based world understanding. The words for augmented reality, passthrough, plane detection and spatial anchors do not appear in the documentation. The word ""anchored"" in Roblox means an object exempt from physics, not a real-world anchor.",https://create.roblox.com/docs/physics/network-ownership
roblox,Roblox,platform,shipping,Spatial & geospatial,geo.anchor-shared,Shared and persistent anchors,protocol,must,"Two people in two systems must see the same thing in the same spot, and today one subject reaches this row, through an extension.",out-of-scope,verified,No shared or persistent real-world anchors. Nothing in the documentation addresses fixing content to a physical place.,https://create.roblox.com/docs/production/publishing/vr-guidelines
roblox,Roblox,platform,shipping,Spatial & geospatial,geo.vps,Visual positioning,protocol,should,"Recovering pose from imagery can fall back to satellite position and manual alignment, at worse accuracy.",out-of-scope,verified,No visual positioning. Camera capture exists solely for avatar face tracking and is reserved to Roblox's own scripts.,https://create.roblox.com/docs/reference/engine/classes/VideoCaptureService
roblox,Roblox,platform,shipping,Spatial & geospatial,geo.tiles,Tiled terrain and city streaming,protocol,must,"City-scale data is streamed by tile, and a tileset the receiving client cannot stream has to be converted before it is usable.",out-of-scope,verified,"Streaming exists, but it streams a Roblox place by radius around the player, not geospatial tiles referenced to the Earth.",https://create.roblox.com/docs/workspace/streaming
roblox,Roblox,platform,shipping,Spatial & geospatial,geo.indoor,Indoor mapping,format,should,"A structured description of an interior makes placement and routing better; without one both are cruder, and nothing reaches this row today.",out-of-scope,verified,"No structured description of real interior spaces. Roblox has a navigation-mesh pathfinding service for its own worlds, which is a different thing.",https://create.roblox.com/docs/characters/pathfinding
roblox,Roblox,platform,shipping,Input & devices,input.session,Immersive session lifecycle,protocol,must,"The visitor's app and the device runtime are two independent systems, and if they cannot start an immersive session the visit does not happen.",native,verified,"Immersive sessions are handled by the engine on top of an open industry standard, which is why the same content runs on standalone and tethered headsets. Creators never touch that standard directly — they get a flag saying whether a headset is active and a set of comfort settings. Content cannot be delivered to any other runtime that speaks the same standard.",https://create.roblox.com/docs/production/publishing/vr-guidelines
roblox,Roblox,platform,shipping,Input & devices,input.controller,Controller input,protocol,should,"A world that reads controllers differently is harder to use, and pointer and text paths remain.",native,verified,"There is a modern action-and-binding system that maps named actions onto whatever hardware the player has, plus direct access to gamepad state and to headset controller position and orientation. Bindings are authored at edit time and stored in the Roblox object tree.",https://create.roblox.com/docs/reference/engine/classes/VRService | https://create.roblox.com/docs/input/input-action-system
roblox,Roblox,platform,shipping,Input & devices,input.hand,Hand tracking,protocol,should,"Hand tracking adds a way in, and its absence falls back to controllers.",none,verified,"Roblox exposes only whole-device poses — head, left hand and right hand — as single position-and-orientation values. There is no articulated hand pose: the headset service's complete member list contains no joint-level hand data, and no hand-tracking documentation exists.",https://create.roblox.com/docs/reference/engine/classes/VRService
roblox,Roblox,platform,shipping,Input & devices,input.eye,Eye tracking,protocol,should,"Gaze is an aid with privacy limits, and everything works without it.",none,verified,No gaze input of any kind. The only eye-related material in the documentation is about drawing and animating avatar eyes.,https://create.roblox.com/docs/avatar/dynamic-heads/facs-poses-reference
roblox,Roblox,platform,shipping,Input & devices,input.haptic,Haptics,protocol,should,"Touch feedback is felt when it is missing, and nothing stops.",native,verified,"Touch feedback works on gamepads, phones and headset controllers, with both a simple motor-intensity call and a waveform-based effect object. Creators can query support before using it, and output is scaled by the player's own haptics preference.",https://create.roblox.com/docs/reference/engine/classes/HapticService | https://create.roblox.com/docs/reference/engine/classes/HapticEffect
roblox,Roblox,platform,shipping,Input & devices,input.devcaps,Device capability discovery,protocol,should,"A world that cannot ask what the arriving device can do will guess, and guessing wrong costs quality rather than entry.",native,verified,"A script can ask directly whether the device has a touch screen, keyboard, mouse, gamepad, headset, accelerometer or gyroscope, and can read which input the player is actually using right now so the interface can adapt when they switch. All of it is Roblox's own vocabulary.",https://create.roblox.com/docs/reference/engine/classes/UserInputService | https://create.roblox.com/docs/projects/cross-platform
roblox,Roblox,platform,shipping,Logic & behaviour,logic.script,Scripting runtime,format,none,The language a world writes its rules in is its own business and never has to cross.,native,verified,"Roblox's scripting language, Luau, is genuinely open source under the permissive MIT licence, with its own site, specification material, public design proposals and a standalone runtime — it is the one Roblox artefact that is directly reusable by anyone else. What is not reusable is the Roblox engine API that Luau scripts call; that exists only inside Roblox.",https://github.com/luau-lang/luau/blob/master/LICENSE.txt | https://luau.org/ | https://create.roblox.com/docs/luau
roblox,Roblox,platform,shipping,Logic & behaviour,logic.behaviour,Behaviour graphs and interactivity,format,must,"The use case says the asset must behave, so a door that will not open in the second system is the failure this row names.",partial,verified,"Behaviour does travel with an asset — a package or model file carries its scripts and its configuration attributes — but the behaviour is imperative Luau, not a declarative graph, and it only runs inside Roblox. The one declarative graph Roblox ships is for animation blending and state machines, not general interactivity.",https://create.roblox.com/docs/projects/assets/packages | https://create.roblox.com/docs/characters
roblox,Roblox,platform,shipping,Logic & behaviour,logic.sandbox,Sandboxing and isolation,format,should,A host can sandbox guest content on its own; agreement only makes the limits predictable for the guest.,native,verified,"This is Roblox's strongest area and the work is public. The language itself is hardened for hostile code: file, process and bytecode access are removed and the global tables are made read-only. On top of that Roblox is rolling out a capability system where a marked part of the object tree can only touch the categories it was granted, with everything else erroring. That second layer is still marked experimental.",https://create.roblox.com/docs/scripting/capabilities | https://luau.org/sandbox
roblox,Roblox,platform,shipping,Logic & behaviour,logic.agent,Agent integration,protocol,must,An agent with no agreed way to perceive and act in a world it did not come from cannot join it at all.,partial,verified,"There is one documented way for a running world to use a language model: an object that takes a system prompt and a player prompt and returns generated text, aimed at talking non-player characters, with a starting rate limit of 100 requests per minute. That is text generation wired into a world, not an agent framework, and there is no interoperable way for an outside agent to act inside a Roblox world.",https://create.roblox.com/docs/reference/engine/classes/TextGenerator
roblox,Roblox,platform,shipping,Logic & behaviour,logic.budget,Resource budgets,format,should,"Without agreed limits, guest content and agents are throttled or refused unpredictably.",partial,verified,"Roblox bounds guest content in pieces rather than as a policy: specific interfaces carry documented rate limits, the runtime mesh-editing interface has a stated client memory budget while the server has none, place files are capped, and there are profiling tools for processor time and memory. What is missing is a general, documented processor-time or memory quota a host could impose on someone else's script.",https://create.roblox.com/docs/reference/engine/classes/EditableMesh | https://create.roblox.com/docs/studio/optimization/scriptprofiler
roblox,Roblox,platform,shipping,Persistence & storage,persist.world,World state persistence,protocol,should,What survives a restart is mostly the host's business; it crosses the boundary only when a visitor's changes must last.,native,verified,"Two documented stores exist — a durable one keyed per game and shared across every server of that game, and a fast temporary one — both with published limits, versioning, listing and an outside programmatic interface. All of it lives on Roblox's servers and is reachable only with Roblox credentials.",https://create.roblox.com/docs/cloud-services/data-stores
roblox,Roblox,platform,shipping,Persistence & storage,persist.inventory,Inventory,protocol,must,"The use case names inventory, and items that cannot be read at the destination do not travel with the person.",native,verified,"Items a user holds are a platform-level fact, readable outside a game through a documented interface covering clothing, accessories, passes, badges, private servers and avatar items, and checkable inside a game for ownership. Items travel across every Roblox experience automatically — and never leave Roblox, because an item is a numeric asset ID in Roblox's catalogue.",https://create.roblox.com/docs/cloud/guides/inventory
roblox,Roblox,platform,shipping,Persistence & storage,persist.prefs,Preference portability,protocol,must,"The use case names preferences, and for a person who depends on comfort and accessibility settings, arriving without them ends the visit.",native,verified,"Accessibility choices are account settings that every Roblox experience can read, so they genuinely follow the player from world to world — background opacity and a reduce-motion preference are both exposed to creator code with documented handling patterns. The scope of ""follows the user"" is all of Roblox and nothing beyond it.",https://create.roblox.com/docs/production/publishing/accessibility
roblox,Roblox,platform,shipping,Persistence & storage,persist.content-addr,Content addressing,format,should,Naming content by hash makes an item the same item everywhere; without it copies drift while still loading.,none,verified,"Roblox refers to content by an opaque sequential number issued when the asset was uploaded, written as a custom scheme followed by that number — for example a texture reference is the scheme plus a nine-digit ID. It is a location in Roblox's catalogue, not a hash of the bytes, so identical content uploaded twice gets two different references and nobody can verify content from its reference.",https://create.roblox.com/docs/projects/assets
roblox,Roblox,platform,shipping,Packaging & delivery,deliver.bundle,Bundle format,format,should,"A runnable experience moves between hosts far less often than an asset does, and repackaging is the fallback.",partial,verified,"A runnable Roblox experience is a universe of places, each place published to Roblox servers and optionally saved locally as a place file capped at 100 megabytes. Nothing about that is a portable bundle — there is no artefact you could hand to a non-Roblox runtime, and Roblox's own advice when you hit the size cap is to split into more places joined by teleports.",https://create.roblox.com/docs/projects/place-files
roblox,Roblox,platform,shipping,Packaging & delivery,deliver.cdn,Content delivery,protocol,should,"Assets reach clients over ordinary web delivery, so agreement here buys scale and cost rather than possibility.",native,verified,"Roblox does document its delivery behaviour to creators. An authenticated call returns a short-lived content-delivery URL for an asset, with explicit advice to request it compressed, and inside a running world there is a call that waits until named assets have finished loading. The URLs are temporary and require Roblox credentials to obtain.",https://create.roblox.com/docs/cloud/openapi.json | https://create.roblox.com/docs/reference/engine/classes/ContentProvider
roblox,Roblox,platform,shipping,Packaging & delivery,deliver.version,Versioning and update,format,must,"A reader that cannot tell which version it holds, or what to do with the parts it does not know, breaks on the first update, which is the ""no hand fixes"" test again.",native,verified,"Versioning is thorough: places have searchable version history with notes and rollback, assets have numbered versions with a rollback call in the outside interface, packages carry version history and optional automatic update of every copy, and the engine reference marks superseded members as deprecated with a message. Deprecation is announced per member; no platform-wide support window is published.",https://create.roblox.com/docs/projects/assets/packages | https://create.roblox.com/docs/cloud/openapi.json | https://create.roblox.com/docs/projects/version-history
roblox,Roblox,platform,shipping,Packaging & delivery,deliver.conformance,Conformance testing,format,must,"Every other must row is a claim until a shared test says it holds, which is exactly what the meeting asked for.",none,verified,"There is no conformance suite, and the concept barely applies — there is one implementation and no specification for anyone else to match. A text search of the documentation set returns nothing for conformance or certification. The nearest thing is an automatic checker that validates uploaded avatar items against Roblox's own published avatar specifications, plus an older downloadable checker add-in for modelling tools that Roblox says is no longer maintained. That is content validation, not implementation conformance.",https://raw.githubusercontent.com/Roblox/creator-docs/main/content/en-us/marketplace/validation-system.md | https://create.roblox.com/docs/art/characters/validation-tool
roblox,Roblox,platform,shipping,Generation & capture,capture.worldgen,World generation from a prompt or an image,format,should,"A generated place that arrives only as frames to watch still reaches the viewer, but as a recording rather than a world the receiver can open and use.",partial,verified,"Roblox ships a first-party generative model and it makes objects, not places. The service generates three-dimensional objects from text prompts, up to a multi-part model whose parts a caller names, and it runs inside an experience at run time. Nothing generates a whole place, and what comes out is a Roblox model instance rather than a scene a receiver elsewhere could keep.",https://create.roblox.com/docs/reference/engine/classes/GenerationService
roblox,Roblox,platform,shipping,Generation & capture,capture.sim-learned,Simulation from a learned model,protocol,should,"A world continued by a model still reaches a viewer, but only as what the model chooses to show, so the receiver cannot keep it or run it again.",out-of-scope,verified,"Roblox is a hosted platform with its own engine, its own asset types and a first-party generative model, and it never continues a world under a viewer's actions from a learned model; there is no such model here.",https://create.roblox.com/docs/art/modeling/gltf-export
roblox,Roblox,platform,shipping,Generation & capture,capture.photogrammetry,Photogrammetric object capture,format,none,"How a system turns photographs into a model is its own method, and what leaves is an ordinary asset the container and geometry rows already carry.",out-of-scope,verified,"Roblox is a hosted platform with its own engine, its own asset types and a first-party generative model, and turning a set of ordinary photographs into a textured three-dimensional model is not among its jobs.",https://create.roblox.com/docs/art/modeling/gltf-export
roblox,Roblox,platform,shipping,Generation & capture,capture.splat-format,Splat data interchange format,format,must,"Captured content is first-class, so this row is what geometry encoding is for a mesh: splat content in a named format the receiving tool cannot read does not arrive at all, and re-exporting it is the hand fix the use case forbids.",none,verified,"A text search of the whole published documentation set finds no mention of Gaussian splatting or radiance fields; the only hits for the word are the blur post-effect. The export path names exactly what a Roblox asset can be, and no splat form is in it.",https://create.roblox.com/docs/environment/post-processing-effects | https://create.roblox.com/docs/art/modeling/gltf-export
roblox,Roblox,platform,shipping,Generation & capture,capture.stream,Captured-scene streaming,protocol,should,"Without an agreed order for what arrives first, a large capture still loads, it just makes the viewer wait for the whole of it.",out-of-scope,verified,"Roblox is a hosted platform with its own engine, its own asset types and a first-party generative model, and it delivers no captured scene, progressively by region and detail or otherwise.",https://create.roblox.com/docs/art/modeling/gltf-export
roblox,Roblox,platform,shipping,Generation & capture,capture.volumetric-video,Volumetric video capture and playback,format,must,"Captured content is first-class, so a volumetric clip is an asset like any other: without the calibration and mask metadata a second implementation needs, what arrives is not the recording and no one can make it one by hand.",out-of-scope,verified,"Roblox is a hosted platform with its own engine, its own asset types and a first-party generative model, and it carries no captured, time-varying three-dimensional scene as media, and no camera calibration or mask metadata for one.",https://create.roblox.com/docs/art/modeling/gltf-export
roblox,Roblox,platform,shipping,Generation & capture,capture.point-cloud,Point cloud encoding,format,must,"Captured content is first-class, so a point cloud encoded in a way the receiver cannot decode is not a point cloud, exactly as an undecodable mesh is not a mesh, and that capture shows nothing.",none,verified,"Terrain is a real voxel system with a fixed grid, which is the nearest thing here and is not this row. Point clouds do not appear in the documentation at all, in either direction.",https://create.roblox.com/docs/parts/terrain
roblox,Roblox,platform,shipping,Generation & capture,capture.multiview-depth,Multi-view plus depth,format,must,"Captured content is first-class, so views that arrive without their intrinsics and extrinsics cannot be reprojected: the capture lands as loose pictures rather than as the place it recorded.",out-of-scope,verified,"Roblox is a hosted platform with its own engine, its own asset types and a first-party generative model, and it carries no set of calibrated camera views with per-pixel depth, and no intrinsics or extrinsics to reproject them.",https://create.roblox.com/docs/art/modeling/gltf-export
